, FPSA_3, TPSA, Wnu2.unity, WK.unity, Wlambda3.mass, Wnu2.mass, WK.mass, Weta3.volume, Gyration_Mean, Gyration_SD, SASA_Mean, SASA_SD, Potential_energy_Mean, Potential_energy_SD, Total_energy_Mean, Total_energy_SD,Variance
0,0.09361603020673802,0.1466996383773147,-0.2164428998723293,0.23964349517475084,0.26456134330960335,-0.19476124743398024,0.19332165693599154,0.19840329193985076,0.008466473258589456,0.04595537473499549,0.0006427340245677346,0.05802016336592166,-0.409401745238338,0.413128072321466,-0.40939759386870517,0.41150410815017946,5.06843422956529
1,0.3667849546399511,0.3200419729343733,0.2861699618674584,-0.27742087894604245,-0.34511290737604705,0.2614837729962187,-0.37008020282674314,-0.1398663223581385,-0.20564986024740098,-0.13969738691412736,-0.20980258436385993,-0.1294379780625552,-0.19360416070995795,0.17774902826677186,-0.1936310308735334,0.1761786329701844,2.6959986481036338
2,0.33725614771395174,0.2193555514807006,0.1704247491148204,-0.16471955348232334,-0.04627754481571651,-0.11136351705494939,0.05519648736049664,0.11525400206080946,-0.018606646262258723,0.605217663121347,0.19925016449250035,0.5763085039205136,0.06263013405326588,-0.04873969599302627,0.06259143162234163,-0.04907340838324056,2.1194589626761733
3,0.1708324553181679,0.2145225116200072,0.37905340549383026,-0.3622796810670248,0.31936810818105676,-0.3144440035038866,0.38279698807430823,0.34284949470879517,-0.011607444862162445,-0.22529873486862417,-0.163791004323259,-0.276626940280148,0.06376317803508581,-0.1052614593897991,0.06377293998342325,-0.10705637416069193,1.8676927191816741
4,0.3379786781729912,0.40098243749743695,-0.4267451295030748,0.41577181466773966,0.001988498957301044,-0.1564654242807043,-0.07596904276320625,0.006512746168448413,-0.1882989520862994,-0.00682094674437844,-0.41132103206433906,-0.056822381340223674,0.20483283391080154,-0.13798664742303973,0.20481861876306706,-0.16983088538298396,1.079309496350637
5,0.17596071250856585,0.04111393587695293,-0.026686327643605373,0.041516499507735095,-0.1669192013611818,0.03472146256790286,-0.17229957279270505,0.2547431125168401,0.9050600230940447,-0.056508783123087915,-0.13002818647277795,-0.007724437746262118,-0.013077983340252595,-0.008675338757737688,-0.013100383525923036,-0.03938396656260316,0.9882116781127085
6,0.02244795485320409,-0.32633491472880993,0.1062522277427338,-0.06504005468429198,0.22722472626475018,0.23756219842982154,0.22472624651873782,-0.2549581435283716,0.06963598289552805,0.19185220355650537,-0.7435015813916396,0.22699579811823956,-0.06260000006847602,0.0006111698543545283,-0.06257161870581507,0.00984783937404301,0.8897491870050935
7,-0.21695342293437006,-0.3321268526147549,0.04784539482301155,-0.010898692501814416,-0.26531017382146543,-0.28837619780745033,-0.34744436596330186,0.617643032846451,-0.25822138818022383,0.05351212832137472,-0.313905998506318,0.1204180062361916,-0.013636665115278036,0.0231573394518625,-0.013646892572750733,0.031247647729013228,0.6683626540147479
8,-0.023417437232824932,-0.06931143053711286,0.06293299590609827,-0.10173126539743171,-0.16088095201426603,-0.7721258374416434,-0.100293958669135,-0.5382913143085805,0.1346456053442349,-0.08797263145941152,-0.07919778633404961,0.08480366752414702,0.01143173477343847,0.12259282201022925,0.011458139319141905,0.061941765316458765,0.505315618252096
9,-0.7042990857300744,0.6208932753082655,0.054483017071987674,-0.0935372201870424,0.05223766933062121,0.05727708809535281,-0.06924743745231299,-0.010989714953333039,0.0931153682967729,0.04538930558056283,-0.19436932638268428,0.17869673482014517,0.05595327537609017,0.07883293779920422,0.0560044311852595,0.053728866479812516,0.2704677006733704
10,0.07103037814872477,0.020165476242088295,0.1057914413709028,0.15031367104055002,0.047522269845965075,0.0473769035414756,0.019350087088518073,0.027860588118941078,-0.05125067395786411,-0.6778462125881961,0.05436361909354911,0.6548425677469296,-0.0818015342607726,-0.21275776945009278,-0.0818409647674828,-0.05076239473563069,0.09867493274271266
11,-0.001971438855891946,-0.003383360602138606,-0.5613737386193586,-0.5006502089550234,-0.43443777620964663,0.054343753955914675,0.4356739354952924,0.0670554916050861,-0.020727032532175962,-0.13837284300762745,-0.05055629176524562,0.11169786978588421,0.03851418817269913,0.0561269799888107,0.038494916077949144,0.08643768100113229,0.05700631301883046
12,0.0418918696886136,-0.03929511584459074,0.3239325344538883,0.3334276771960491,-0.25677446045066143,0.08195692487754784,0.2925206057696497,0.04618836483439384,0.007626835422889634,-0.08098985281944575,-0.01505672119393763,0.022495010808645,0.3811474039157146,0.31639047071023924,0.38118322686270534,0.4713976561816707,0.03483514849840311
13,-0.09038629585476353,0.05715861249204784,0.2152847519549625,0.2891838066553864,-0.4053526272675582,-0.007759703413881204,0.35039419777547254,-0.0005018544229710177,-0.0314353072656579,0.03965536320269721,-0.022419263123353062,-0.0397310517481855,-0.19756872587148394,0.28380801112190013,-0.19778311535565707,-0.6388275553045533,0.0225884390327156
14,0.09723965087080097,-0.08422441113658323,-0.13262648590300732,-0.20284515052597507,0.32715493386172806,0.07549735989554995,-0.2366951449104933,0.03920029179325465,-0.011636925743489625,-0.14785266813572276,0.04168991147595825,0.1393036481918666,0.21181858883065832,0.7171562436852613,0.21190287117866288,-0.3274154830355677,0.014846638138676461
15,-2.6217988946618427e-05,-1.3032179491253212e-05,-2.611035196528974e-05,-4.821505703245451e-05,9.783152706204103e-05,-3.441090068623149e-06,-5.142280519239032e-05,-1.9787675536070657e-05,7.042126224666195e-06,-6.992248646847256e-06,-1.2886688568839411e-05,-7.511369001978861e-06,0.7071612082368995,1.7849818702229052e-05,-0.7070523316727216,9.337634116482375e-05,1.5585619618909474e-08
