, Gyration_Mean, Gyration_SD, SASA_Mean, SASA_SD, Potential_energy_Mean, Potential_energy_SD, Total_energy_Mean, Total_energy_SD
0,0.0163,0.1306,0.0114,0.0081,0.2631,0.0751,0.2635,0.3195
