, Gyration_Mean, Gyration_SD, SASA_Mean, SASA_SD, Potential_energy_Mean, Potential_energy_SD, Total_energy_Mean, Total_energy_SD, FPSA_3, TPSA, Wnu2.unity, WK.unity, Wlambda3.mass, Wnu2.mass, WK.mass, Weta3.volume
0,0.017,0.1266,0.0215,0.0059,0.0619,0.2186,0.0618,0.3292,3.2676,1.5545,9.6771,10.54,7.0759,2.5035,7.9425,0.5605
